,UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_H,Type_L,Type_M,Failure Type_Heat Dissipation Failure,Failure Type_No Failure,Failure Type_Overstrain Failure,Failure Type_Power Failure,Failure Type_Random Failures,Failure Type_Tool Wear Failure
7833,7834,300.0,311.4,1604,38.7,185,0,0,1,0,0,1,0,0,0,0
7834,7835,300.0,311.4,1483,45.6,187,0,0,1,0,0,1,0,0,0,0
7835,7836,300.1,311.5,1549,34.7,189,0,0,1,0,0,1,0,0,0,0
7836,7837,300.1,311.4,1604,35.0,191,0,0,1,0,0,1,0,0,0,0
7837,7838,300.2,311.5,1685,31.0,193,0,0,1,0,0,1,0,0,0,0
7838,7839,300.2,311.6,1372,49.2,195,0,0,1,0,0,1,0,0,0,0
7839,7840,300.3,311.6,1374,47.4,197,0,0,1,0,0,1,0,0,0,0
7840,7841,300.2,311.6,1606,31.0,199,0,0,1,0,0,1,0,0,0,0
7841,7842,300.1,311.5,1471,47.2,201,0,0,1,0,0,1,0,0,0,0
7842,7843,300.1,311.5,1659,31.1,203,0,0,1,0,0,1,0,0,0,0
7843,7844,300.1,311.7,1400,48.5,205,0,0,0,1,0,1,0,0,0,0
7844,7845,300.1,311.7,1503,42.6,208,0,0,1,0,0,1,0,0,0,0
7845,7846,300.2,311.8,1798,23.2,210,0,0,1,0,0,1,0,0,0,0
7846,7847,300.2,311.6,1608,35.0,212,0,0,0,1,0,1,0,0,0,0
7847,7848,300.2,311.6,1322,50.9,215,0,0,1,0,0,1,0,0,0,0
7848,7849,300.2,311.6,1547,37.7,217,0,1,0,0,0,1,0,0,0,0
7849,7850,300.3,311.7,1374,47.9,222,1,0,0,1,0,0,0,0,0,1
7850,7851,300.3,311.7,1447,36.8,0,0,0,0,1,0,1,0,0,0,0
7851,7852,300.4,311.7,1373,47.2,3,0,0,1,0,0,1,0,0,0,0
7852,7853,300.3,311.7,1515,37.5,5,0,0,1,0,0,1,0,0,0,0
7853,7854,300.3,311.7,1317,56.5,7,0,0,1,0,0,1,0,0,0,0
7854,7855,300.3,311.8,1551,37.2,9,0,0,1,0,0,1,0,0,0,0
7855,7856,300.3,311.8,1592,32.1,11,0,0,0,1,0,1,0,0,0,0
7856,7857,300.4,311.8,1433,42.2,14,0,0,1,0,0,1,0,0,0,0
7857,7858,300.5,311.9,1432,43.1,16,0,0,1,0,0,1,0,0,0,0
7858,7859,300.5,311.9,1350,51.7,18,0,0,1,0,0,1,0,0,0,0
7859,7860,300.5,311.9,1370,44.8,20,0,0,0,1,0,1,0,0,0,0
7860,7861,300.5,312.0,1415,44.6,23,0,0,1,0,0,1,0,0,0,0
7861,7862,300.5,312.0,1498,42.9,25,0,0,1,0,0,1,0,0,0,0
7862,7863,300.5,312.0,1382,54.1,27,0,0,0,1,0,1,0,0,0,0
7863,7864,300.5,311.9,1511,44.5,30,0,0,0,1,0,1,0,0,0,0
7864,7865,300.5,311.9,1330,59.5,33,0,0,1,0,0,1,0,0,0,0
7865,7866,300.5,311.9,1383,50.5,35,0,0,1,0,0,1,0,0,0,0
7866,7867,300.5,311.9,1431,49.4,37,0,0,1,0,0,1,0,0,0,0
7867,7868,300.5,312.0,1461,38.1,39,0,0,1,0,0,1,0,0,0,0
7868,7869,300.4,311.9,1438,46.7,41,0,1,0,0,0,0,0,0,1,0
7869,7870,300.5,312.0,1779,27.7,46,0,0,0,1,0,1,0,0,0,0
7870,7871,300.6,312.1,1293,52.3,49,0,0,0,1,0,1,0,0,0,0
7871,7872,300.6,312.2,1308,54.7,52,0,0,1,0,0,1,0,0,0,0
7872,7873,300.6,312.3,1532,37.2,54,0,0,1,0,0,1,0,0,0,0
7873,7874,300.7,312.4,1470,38.6,56,0,0,1,0,0,1,0,0,0,0
7874,7875,300.7,312.3,1548,37.9,58,0,0,1,0,0,1,0,0,0,0
7875,7876,300.7,312.3,1898,24.0,60,0,0,1,0,0,1,0,0,0,0
7876,7877,300.7,312.2,1335,49.0,62,0,1,0,0,0,1,0,0,0,0
7877,7878,300.7,312.3,1420,53.8,67,0,0,1,0,0,1,0,0,0,0
7878,7879,300.7,312.3,1418,49.0,69,0,0,1,0,0,1,0,0,0,0
7879,7880,300.8,312.3,1535,40.3,71,0,0,0,1,0,1,0,0,0,0
7880,7881,300.7,312.4,1457,47.2,74,0,1,0,0,0,1,0,0,0,0
7881,7882,300.8,312.4,1493,39.1,79,0,0,1,0,0,1,0,0,0,0
7882,7883,300.7,312.3,1670,27.3,81,0,1,0,0,0,1,0,0,0,0
7883,7884,300.7,312.3,1446,45.4,86,0,1,0,0,0,1,0,0,0,0
7884,7885,300.8,312.4,1465,59.1,91,1,0,1,0,0,0,0,1,0,0
7885,7886,300.7,312.3,1590,36.3,93,0,0,1,0,0,1,0,0,0,0
7886,7887,300.6,312.2,2174,18.5,95,0,0,0,1,0,1,0,0,0,0
7887,7888,300.7,312.4,1590,37.9,98,0,0,1,0,0,1,0,0,0,0
7888,7889,300.7,312.3,1577,33.2,100,0,0,1,0,0,1,0,0,0,0
7889,7890,300.7,312.4,1371,61.7,102,0,0,0,1,0,1,0,0,0,0
7890,7891,300.8,312.4,1767,25.6,105,0,0,1,0,0,1,0,0,0,0
7891,7892,300.8,312.5,1517,39.2,107,0,0,1,0,0,1,0,0,0,0
7892,7893,300.9,312.6,1555,40.6,109,0,0,0,1,0,1,0,0,0,0
7893,7894,300.9,312.7,1416,43.8,112,0,0,1,0,0,1,0,0,0,0
7894,7895,300.8,312.6,1588,35.6,114,0,0,0,1,0,1,0,0,0,0
7895,7896,300.8,312.6,1422,50.0,117,0,0,1,0,0,1,0,0,0,0
7896,7897,300.8,312.6,1376,53.6,119,0,0,1,0,0,1,0,0,0,0
7897,7898,300.8,312.5,1434,50.7,121,0,0,1,0,0,1,0,0,0,0
7898,7899,300.8,312.5,1423,47.3,123,0,0,1,0,0,1,0,0,0,0
7899,7900,300.9,312.4,1364,52.5,125,0,0,1,0,0,1,0,0,0,0
7900,7901,300.8,312.4,1825,23.8,127,0,0,1,0,0,1,0,0,0,0
7901,7902,300.8,312.4,1365,44.5,129,0,0,1,0,0,1,0,0,0,0
7902,7903,300.7,312.3,1430,47.2,131,0,0,0,1,0,1,0,0,0,0
7903,7904,300.8,312.3,1435,44.8,134,0,0,1,0,0,1,0,0,0,0
7904,7905,300.8,312.4,1811,25.1,136,0,0,0,1,0,1,0,0,0,0
7905,7906,300.8,312.4,1465,43.7,139,0,0,0,1,0,1,0,0,0,0
7906,7907,300.9,312.4,1372,51.0,142,0,0,1,0,0,1,0,0,0,0
7907,7908,300.8,312.3,1858,26.3,144,0,0,1,0,0,1,0,0,0,0
7908,7909,300.7,312.3,1715,26.8,146,0,0,1,0,0,1,0,0,0,0
7909,7910,300.7,312.2,1590,38.5,148,0,0,1,0,0,1,0,0,0,0
7910,7911,300.8,312.2,1664,25.7,150,0,0,0,1,0,1,0,0,0,0
7911,7912,300.7,312.1,1512,36.9,153,0,0,1,0,0,1,0,0,0,0
7912,7913,300.7,312.1,1498,44.0,155,0,0,1,0,0,1,0,0,0,0
7913,7914,300.7,312.1,1395,41.9,157,0,0,1,0,0,1,0,0,0,0
7914,7915,300.7,312.1,1490,43.1,159,0,1,0,0,0,1,0,0,0,0
7915,7916,300.8,312.1,1527,35.1,164,0,1,0,0,0,1,0,0,0,0
7916,7917,300.8,312.1,1512,37.1,169,0,0,1,0,0,1,0,0,0,0
7917,7918,300.9,312.1,1474,42.4,171,0,0,1,0,0,1,0,0,0,0
7918,7919,300.8,312.1,1505,41.3,173,0,0,1,0,0,1,0,0,0,0
7919,7920,300.8,312.0,1496,40.0,175,0,0,1,0,0,1,0,0,0,0
7920,7921,300.8,312.0,1382,49.3,177,0,0,1,0,0,1,0,0,0,0
7921,7922,300.7,311.9,1419,47.7,179,0,0,1,0,0,1,0,0,0,0
7922,7923,300.7,311.9,1462,39.7,181,0,0,1,0,0,1,0,0,0,0
7923,7924,300.8,312.0,1450,45.0,183,0,0,0,1,0,1,0,0,0,0
7924,7925,300.7,311.9,1389,46.5,186,0,1,0,0,0,1,0,0,0,0
7925,7926,300.7,311.9,1697,28.2,191,0,0,0,1,0,1,0,0,0,0
7926,7927,300.7,311.9,1335,57.1,194,1,0,1,0,0,0,1,0,0,0
7927,7928,300.7,311.9,1476,42.0,196,0,0,1,0,0,1,0,0,0,0
7928,7929,300.6,311.7,1497,43.6,198,0,0,1,0,0,1,0,0,0,0
7929,7930,300.6,311.6,1669,29.2,200,0,0,0,1,0,1,0,0,0,0
7930,7931,300.6,311.6,1455,48.0,203,0,0,1,0,0,1,0,0,0,0
7931,7932,300.7,311.7,1499,38.4,205,0,0,1,0,0,1,0,0,0,0
7932,7933,300.7,311.8,1478,41.9,207,0,0,1,0,0,1,0,0,0,0
7933,7934,300.8,311.8,1928,21.8,209,0,0,1,0,0,1,0,0,0,0
7934,7935,300.8,311.9,1621,28.3,211,0,0,0,1,0,1,0,0,0,0
7935,7936,300.8,311.9,1356,44.3,214,0,0,0,1,0,1,0,0,0,0
7936,7937,300.8,311.7,1490,46.4,217,0,0,1,0,0,1,0,0,0,0
7937,7938,300.8,311.7,1578,31.4,219,0,0,1,0,0,1,0,0,0,0
7938,7939,300.8,311.7,1681,31.3,221,0,0,1,0,0,1,0,0,0,0
7939,7940,300.8,311.8,1417,43.4,223,0,0,1,0,0,1,0,0,0,0
7940,7941,300.7,311.7,1532,40.0,0,0,0,0,1,0,1,0,0,0,0
7941,7942,300.7,311.7,1499,38.9,3,0,0,0,1,0,1,0,0,0,0
7942,7943,300.8,311.7,1432,45.8,6,0,0,1,0,0,1,0,0,0,0
7943,7944,300.8,311.7,1753,29.0,8,0,0,1,0,0,1,0,0,0,0
7944,7945,300.8,311.7,1414,49.0,10,0,0,1,0,0,1,0,0,0,0
7945,7946,300.8,311.7,1655,32.2,12,0,0,1,0,0,1,0,0,0,0
7946,7947,300.8,311.6,1516,35.6,14,0,0,1,0,0,1,0,0,0,0
7947,7948,300.8,311.7,1426,45.5,16,0,0,1,0,0,1,0,0,0,0
7948,7949,300.8,311.7,1479,39.4,18,0,0,1,0,0,1,0,0,0,0
7949,7950,300.7,311.5,1569,36.4,20,0,0,0,1,0,1,0,0,0,0
7950,7951,300.8,311.6,1568,36.0,23,0,0,1,0,0,1,0,0,0,0
7951,7952,300.9,311.8,1843,24.5,25,0,0,0,1,0,1,0,0,0,0
7952,7953,300.9,311.9,1480,40.9,28,0,0,0,1,0,1,0,0,0,0
7953,7954,301.0,312.0,1447,36.8,31,0,0,1,0,0,1,0,0,0,0
7954,7955,301.0,311.9,1454,41.9,33,0,0,1,0,0,1,0,0,0,0
7955,7956,300.9,311.9,1310,56.1,35,0,0,0,1,0,1,0,0,0,0
7956,7957,300.9,311.9,1513,38.0,38,0,1,0,0,0,1,0,0,0,0
7957,7958,300.9,311.9,2140,16.5,43,0,1,0,0,0,1,0,0,0,0
7958,7959,301.0,312.1,1377,49.9,48,0,0,1,0,0,1,0,0,0,0
7959,7960,301.0,312.1,1585,32.3,50,0,0,1,0,0,1,0,0,0,0
7960,7961,301.1,312.2,1491,42.6,52,0,1,0,0,0,1,0,0,0,0
7961,7962,301.0,312.2,1264,59.0,57,0,0,1,0,0,1,0,0,0,0
7962,7963,301.0,312.2,1372,47.0,59,0,0,1,0,0,1,0,0,0,0
7963,7964,301.0,312.2,1510,39.9,61,0,0,1,0,0,1,0,0,0,0
7964,7965,300.9,312.1,1423,40.2,63,0,0,1,0,0,1,0,0,0,0
7965,7966,301.1,312.3,1464,35.3,65,0,0,1,0,0,1,0,0,0,0
7966,7967,301.0,312.2,1602,35.9,67,0,0,1,0,0,1,0,0,0,0
7967,7968,301.0,312.2,1629,32.6,69,0,0,0,1,0,1,0,0,0,0
7968,7969,300.9,312.2,1811,23.2,72,0,0,1,0,0,1,0,0,0,0
7969,7970,300.9,312.1,1711,28.8,74,0,0,1,0,0,1,0,0,0,0
7970,7971,300.9,312.1,1297,48.6,76,0,0,0,1,0,1,0,0,0,0
7971,7972,301.0,312.1,1405,46.1,79,0,0,1,0,0,1,0,0,0,0
7972,7973,301.1,312.2,1397,54.9,81,0,0,1,0,0,1,0,0,0,0
7973,7974,301.1,312.3,1682,29.7,83,0,0,1,0,0,1,0,0,0,0
7974,7975,301.2,312.3,1528,38.4,85,0,0,1,0,0,1,0,0,0,0
7975,7976,301.2,312.3,1548,38.3,87,0,0,0,1,0,1,0,0,0,0
7976,7977,301.2,312.4,1395,47.8,90,0,1,0,0,0,1,0,0,0,0
7977,7978,301.2,312.4,1378,59.0,95,0,0,1,0,0,1,0,0,0,0
7978,7979,301.2,312.4,1480,53.5,97,0,0,1,0,0,1,0,0,0,0
7979,7980,301.2,312.4,1428,36.6,99,0,0,0,1,0,1,0,0,0,0
7980,7981,301.2,312.4,1505,39.6,102,0,0,0,1,0,1,0,0,0,0
7981,7982,301.0,312.3,1445,36.4,105,0,0,1,0,0,1,0,0,0,0
7982,7983,301.0,312.3,1488,42.6,107,0,0,1,0,0,1,0,0,0,0
7983,7984,301.0,312.2,1601,33.0,109,0,0,1,0,0,1,0,0,0,0
7984,7985,301.0,312.3,1550,34.9,111,0,0,1,0,0,1,0,0,0,0
7985,7986,301.0,312.2,1540,34.1,113,0,0,1,0,0,1,0,0,0,0
7986,7987,301.1,312.3,1587,34.5,115,0,0,1,0,0,1,0,0,0,0
7987,7988,301.0,312.2,1489,40.3,117,0,1,0,0,0,1,0,0,0,0
7988,7989,301.1,312.3,1486,34.9,122,0,0,1,0,0,1,0,0,0,0
7989,7990,301.1,312.4,1430,37.9,124,0,0,1,0,0,1,0,0,0,0
7990,7991,301.1,312.4,1809,25.1,126,0,0,0,1,0,1,0,0,0,0
7991,7992,301.1,312.3,1534,39.0,129,0,0,1,0,0,1,0,0,0,0
7992,7993,301.1,312.3,1852,25.9,131,0,0,0,1,0,1,0,0,0,0
7993,7994,301.1,312.3,1595,31.9,134,0,0,1,0,0,1,0,0,0,0
7994,7995,301.0,312.3,1424,43.5,136,0,0,1,0,0,1,0,0,0,0
7995,7996,301.0,312.2,1776,28.8,138,0,0,1,0,0,1,0,0,0,0
7996,7997,301.0,312.2,1499,41.5,140,0,0,0,1,0,1,0,0,0,0
7997,7998,301.0,312.2,2710,9.7,143,1,0,0,1,0,0,0,1,0,0
7998,7999,300.9,312.1,1359,51.7,146,0,0,1,0,0,1,0,0,0,0
7999,8000,300.9,312.1,1617,31.0,148,0,0,0,1,0,1,0,0,0,0
8000,8001,300.8,312.0,1443,53.3,151,0,0,0,1,0,1,0,0,0,0
8001,8002,300.8,312.0,1374,50.2,154,0,0,1,0,0,1,0,0,0,0
8002,8003,300.9,312.1,1851,23.0,156,0,0,0,1,0,1,0,0,0,0
8003,8004,300.8,312.0,1274,67.3,159,0,0,0,1,0,1,0,0,0,0
8004,8005,300.9,312.0,1533,44.0,162,0,0,1,0,0,1,0,0,0,0
8005,8006,300.8,312.0,1477,37.3,164,0,0,1,0,0,1,0,0,0,0
8006,8007,300.9,312.1,1462,46.0,166,0,0,1,0,0,1,0,0,0,0
8007,8008,301.0,312.1,1664,28.4,168,0,0,0,1,0,1,0,0,0,0
8008,8009,300.8,311.9,1414,41.1,171,0,0,1,0,0,1,0,0,0,0
8009,8010,300.9,312.0,2129,17.8,173,0,1,0,0,0,1,0,0,0,0
8010,8011,300.8,311.8,1323,61.1,178,0,0,1,0,0,1,0,0,0,0
8011,8012,300.8,311.8,1427,43.3,180,0,0,1,0,0,1,0,0,0,0
8012,8013,300.9,312.0,1375,56.1,182,0,0,0,1,0,1,0,0,0,0
8013,8014,300.9,312.0,1402,50.7,185,0,0,0,1,0,1,0,0,0,0
8014,8015,300.9,312.0,1500,44.2,188,0,0,1,0,0,1,0,0,0,0
8015,8016,301.0,312.0,1558,37.5,190,0,0,0,1,0,1,0,0,0,0
8016,8017,300.9,312.0,1447,41.4,193,0,0,0,1,0,1,0,0,0,0
8017,8018,301.0,312.0,1518,39.3,196,0,0,1,0,0,1,0,0,0,0
8018,8019,301.0,311.9,1889,23.5,198,0,0,1,0,0,1,0,0,0,0
8019,8020,301.0,312.1,1675,30.7,200,0,0,1,0,0,1,0,0,0,0
8020,8021,300.9,312.0,1720,27.9,202,0,1,0,0,0,1,0,0,0,0
8021,8022,301.0,312.0,1499,34.6,207,0,0,0,1,0,1,0,0,0,0
8022,8023,300.9,312.0,1441,43.8,210,0,0,1,0,0,1,0,0,0,0
8023,8024,300.9,312.0,1397,42.7,212,0,1,0,0,0,1,0,0,0,0
8024,8025,300.9,312.0,1493,38.7,217,0,0,1,0,0,1,0,0,0,0
8025,8026,300.8,312.0,1422,50.7,219,0,0,0,1,0,1,0,0,0,0
8026,8027,300.7,311.9,1399,50.2,222,1,0,1,0,0,0,1,0,0,0
8027,8028,300.6,311.9,1425,44.9,224,0,0,1,0,0,1,0,0,0,0
8028,8029,300.6,311.8,1501,44.8,226,0,0,1,0,0,1,0,0,0,0
8029,8030,300.6,311.9,1629,35.3,0,0,0,0,1,0,1,0,0,0,0
8030,8031,300.6,312.0,1490,42.2,3,0,0,1,0,0,1,0,0,0,0
8031,8032,300.7,312.0,1550,32.4,5,0,0,1,0,0,1,0,0,0,0
8032,8033,300.8,312.0,1416,46.5,7,0,0,1,0,0,1,0,0,0,0
8033,8034,300.7,311.9,1485,38.8,9,0,0,1,0,0,1,0,0,0,0
8034,8035,300.7,311.8,1564,36.8,11,0,0,1,0,0,1,0,0,0,0
8035,8036,300.7,311.7,1910,19.7,13,0,0,1,0,0,1,0,0,0,0
8036,8037,300.7,311.7,1460,46.1,15,0,0,1,0,0,1,0,0,0,0
8037,8038,300.7,311.8,1603,34.1,17,0,0,1,0,0,1,0,0,0,0
8038,8039,300.7,311.8,1486,47.3,19,0,0,1,0,0,1,0,0,0,0
8039,8040,300.8,311.9,1560,31.8,21,0,0,1,0,0,1,0,0,0,0
8040,8041,300.8,311.9,1498,39.3,23,0,0,1,0,0,1,0,0,0,0
8041,8042,300.8,311.9,1431,48.5,25,0,1,0,0,0,1,0,0,0,0
8042,8043,300.8,311.9,1486,45.1,30,0,0,1,0,0,1,0,0,0,0
8043,8044,300.7,311.9,1486,35.8,32,0,0,1,0,0,1,0,0,0,0
8044,8045,300.7,311.8,1441,38.1,34,0,0,1,0,0,1,0,0,0,0
8045,8046,300.7,311.9,1366,55.1,36,0,0,0,1,0,1,0,0,0,0
8046,8047,300.6,311.8,1471,41.4,39,0,0,1,0,0,1,0,0,0,0
8047,8048,300.6,311.9,1463,38.2,41,0,0,1,0,0,1,0,0,0,0
8048,8049,300.6,311.9,1413,41.3,43,0,0,1,0,0,1,0,0,0,0
8049,8050,300.6,311.9,1604,30.5,45,0,1,0,0,0,1,0,0,0,0
8050,8051,300.7,312.0,1401,51.1,50,0,0,1,0,0,1,0,0,0,0
8051,8052,300.6,311.8,1652,27.2,52,0,0,1,0,0,1,0,0,0,0
8052,8053,300.5,311.9,1403,45.7,54,0,0,1,0,0,1,0,0,0,0
8053,8054,300.5,311.9,1887,21.7,56,0,0,1,0,0,1,0,0,0,0
8054,8055,300.4,311.8,1405,47.9,58,0,0,1,0,0,1,0,0,0,0
8055,8056,300.2,311.6,1496,41.1,60,0,1,0,0,0,1,0,0,0,0
8056,8057,300.1,311.5,1499,43.4,65,0,0,1,0,0,1,0,0,0,0
8057,8058,300.2,311.5,1549,37.2,67,0,0,1,0,0,1,0,0,0,0
8058,8059,300.3,311.6,1515,44.9,69,0,0,1,0,0,1,0,0,0,0
8059,8060,300.2,311.6,1540,37.7,71,0,0,1,0,0,1,0,0,0,0
8060,8061,300.2,311.5,1426,44.3,73,0,1,0,0,0,1,0,0,0,0
8061,8062,300.2,311.6,1465,41.4,78,0,0,0,1,0,1,0,0,0,0
8062,8063,300.3,311.6,1359,54.1,81,0,0,0,1,0,1,0,0,0,0
8063,8064,300.3,311.7,1551,36.4,84,0,0,0,1,0,1,0,0,0,0
8064,8065,300.5,311.8,1596,34.8,87,0,0,1,0,0,1,0,0,0,0
8065,8066,300.5,311.9,1670,26.3,89,0,0,0,1,0,1,0,0,0,0
8066,8067,300.4,311.9,1868,21.3,92,0,0,1,0,0,1,0,0,0,0
8067,8068,300.6,312.0,1490,39.8,94,0,0,0,1,0,1,0,0,0,0
8068,8069,300.5,311.9,1676,35.2,97,0,0,0,1,0,1,0,0,0,0
8069,8070,300.5,311.9,1875,22.1,100,0,0,0,1,0,1,0,0,0,0
8070,8071,300.5,312.0,1867,23.0,103,0,0,0,1,0,1,0,0,0,0
8071,8072,300.5,312.0,1646,29.5,106,0,0,1,0,0,1,0,0,0,0
8072,8073,300.5,312.0,1375,43.2,108,0,1,0,0,0,1,0,0,0,0
8073,8074,300.5,312.0,1558,36.7,113,0,0,1,0,0,1,0,0,0,0
8074,8075,300.4,312.0,1631,34.9,115,0,0,1,0,0,1,0,0,0,0
8075,8076,300.4,312.0,1366,43.0,117,0,0,1,0,0,1,0,0,0,0
8076,8077,300.3,311.8,1360,48.0,119,0,0,1,0,0,1,0,0,0,0
8077,8078,300.3,311.8,1547,39.7,121,0,0,1,0,0,1,0,0,0,0
8078,8079,300.3,311.7,1571,31.2,123,0,0,1,0,0,1,0,0,0,0
8079,8080,300.2,311.5,1528,36.1,125,0,0,1,0,0,1,0,0,0,0
8080,8081,300.2,311.5,1432,43.6,127,0,1,0,0,0,1,0,0,0,0
8081,8082,300.2,311.6,1356,53.5,132,0,0,1,0,0,1,0,0,0,0
8082,8083,300.1,311.5,1422,46.2,134,0,1,0,0,0,1,0,0,0,0
8083,8084,300.1,311.4,1438,42.2,139,0,0,1,0,0,1,0,0,0,0
8084,8085,300.2,311.4,1483,44.4,141,0,0,1,0,0,1,0,0,0,0
8085,8086,300.2,311.4,1331,49.8,143,0,0,1,0,0,1,0,0,0,0
8086,8087,300.2,311.4,1463,37.5,145,0,0,1,0,0,1,0,0,0,0
8087,8088,300.1,311.4,1446,40.6,147,0,0,1,0,0,1,0,0,0,0
8088,8089,300.1,311.4,1356,45.7,149,0,0,1,0,0,1,0,0,0,0
8089,8090,300.1,311.3,1676,30.3,151,0,0,1,0,0,1,0,0,0,0
8090,8091,300.1,311.4,1910,23.0,153,0,0,1,0,0,1,0,0,0,0
8091,8092,300.2,311.6,1375,56.9,155,0,0,1,0,0,1,0,0,0,0
8092,8093,300.2,311.6,1513,40.8,157,0,0,0,1,0,1,0,0,0,0
8093,8094,300.2,311.6,1511,35.7,160,0,0,1,0,0,1,0,0,0,0
8094,8095,300.2,311.6,1662,28.8,162,0,1,0,0,0,1,0,0,0,0
8095,8096,300.2,311.7,1493,48.3,167,0,0,1,0,0,1,0,0,0,0
8096,8097,300.2,311.7,1555,37.4,169,0,0,0,1,0,1,0,0,0,0
8097,8098,300.3,311.7,1452,41.5,172,0,0,1,0,0,1,0,0,0,0
8098,8099,300.2,311.6,1500,39.0,174,0,0,1,0,0,1,0,0,0,0
8099,8100,300.2,311.7,1603,30.5,176,0,0,1,0,0,1,0,0,0,0
8100,8101,300.3,311.7,1682,27.8,178,0,0,1,0,0,1,0,0,0,0
8101,8102,300.3,311.8,1567,37.7,180,0,0,1,0,0,1,0,0,0,0
8102,8103,300.3,311.8,1413,46.0,182,0,0,1,0,0,1,0,0,0,0
8103,8104,300.3,311.9,1429,41.6,184,0,0,0,1,0,1,0,0,0,0
8104,8105,300.3,311.9,1692,31.5,187,0,0,1,0,0,1,0,0,0,0
8105,8106,300.4,311.9,1476,48.7,189,0,0,1,0,0,1,0,0,0,0
8106,8107,300.4,312.0,1596,30.4,191,0,0,0,1,0,1,0,0,0,0
8107,8108,300.3,311.9,1390,49.0,194,0,1,0,0,0,1,0,0,0,0
8108,8109,300.3,311.8,1607,33.7,199,0,0,0,1,0,1,0,0,0,0
8109,8110,300.3,311.7,1821,26.3,202,0,0,1,0,0,1,0,0,0,0
8110,8111,300.3,311.8,2141,18.5,204,0,1,0,0,0,1,0,0,0,0
8111,8112,300.4,311.8,1553,33.1,209,1,0,0,1,0,0,0,0,0,1
8112,8113,300.4,311.8,1442,45.1,0,0,0,0,1,0,1,0,0,0,0
8113,8114,300.4,311.7,1459,45.6,3,0,0,1,0,0,1,0,0,0,0
8114,8115,300.4,311.8,2496,13.5,5,0,1,0,0,0,1,0,0,0,0
8115,8116,300.4,311.8,1367,57.2,10,0,0,1,0,0,1,0,0,0,0
8116,8117,300.3,311.8,2004,19.6,12,0,0,1,0,0,1,0,0,0,0
8117,8118,300.3,311.7,1406,47.5,14,0,0,1,0,0,1,0,0,0,0
8118,8119,300.3,311.8,1548,33.0,16,0,0,1,0,0,1,0,0,0,0
8119,8120,300.3,311.7,1333,55.2,18,0,0,1,0,0,1,0,0,0,0
8120,8121,300.2,311.6,1767,26.4,20,0,0,1,0,0,1,0,0,0,0
8121,8122,300.2,311.6,1827,27.0,22,0,0,1,0,0,1,0,0,0,0
8122,8123,300.2,311.6,1533,46.4,24,0,0,0,1,0,1,0,0,0,0
8123,8124,300.2,311.5,1515,36.8,27,0,1,0,0,0,1,0,0,0,0
8124,8125,300.2,311.4,1568,41.0,32,0,0,1,0,0,1,0,0,0,0
8125,8126,300.2,311.4,1452,47.8,34,0,0,1,0,0,1,0,0,0,0
8126,8127,300.2,311.4,1433,37.9,36,0,0,1,0,0,1,0,0,0,0
8127,8128,300.1,311.3,1650,33.8,38,0,0,0,1,0,1,0,0,0,0
8128,8129,300.1,311.4,1629,31.3,41,0,0,1,0,0,1,0,0,0,0
8129,8130,300.0,311.3,1520,39.2,43,0,0,1,0,0,1,0,0,0,0
8130,8131,300.0,311.2,1393,43.1,45,0,1,0,0,0,1,0,0,0,0
8131,8132,299.9,311.2,1364,49.6,50,0,1,0,0,0,1,0,0,0,0
8132,8133,299.9,311.3,1389,50.0,55,0,0,0,1,0,1,0,0,0,0
8133,8134,299.8,311.1,1466,46.1,58,0,0,1,0,0,1,0,0,0,0
8134,8135,299.7,311.1,1650,32.4,60,0,0,1,0,0,1,0,0,0,0
8135,8136,299.6,311.0,1554,36.3,62,0,0,1,0,0,1,0,0,0,0
8136,8137,299.6,310.9,1474,39.7,64,0,0,0,1,0,1,0,0,0,0
8137,8138,299.5,310.8,1600,32.4,67,0,1,0,0,0,1,0,0,0,0
8138,8139,299.5,310.8,1356,54.9,72,0,0,1,0,0,1,0,0,0,0
8139,8140,299.5,310.8,1571,38.2,74,0,0,1,0,0,1,0,0,0,0
8140,8141,299.6,310.9,1658,28.0,76,0,0,1,0,0,1,0,0,0,0
8141,8142,299.6,310.8,1393,49.9,78,0,0,1,0,0,1,0,0,0,0
8142,8143,299.7,311.0,1448,49.8,80,0,0,0,1,0,1,0,0,0,0
8143,8144,299.7,310.9,1477,40.4,83,0,0,1,0,0,1,0,0,0,0
8144,8145,299.7,311.0,1506,42.7,85,0,0,0,1,0,1,0,0,0,0
8145,8146,299.7,310.9,1685,32.1,88,0,0,0,1,0,1,0,0,0,0
8146,8147,299.6,310.9,1533,31.8,91,0,0,1,0,0,1,0,0,0,0
8147,8148,299.5,310.8,1447,41.0,93,0,0,1,0,0,1,0,0,0,0
8148,8149,299.5,310.7,1488,39.5,95,0,0,0,1,0,1,0,0,0,0
8149,8150,299.6,310.8,1427,50.4,98,0,0,0,1,0,1,0,0,0,0
8150,8151,299.5,310.7,1424,41.3,101,0,0,0,1,0,1,0,0,0,0
8151,8152,299.5,310.7,1472,40.9,104,0,0,1,0,0,1,0,0,0,0
8152,8153,299.5,310.7,1438,45.7,106,0,0,1,0,0,1,0,0,0,0
8153,8154,299.6,310.8,1507,42.4,108,0,0,1,0,0,1,0,0,0,0
8154,8155,299.6,310.7,1393,52.1,110,0,0,1,0,0,1,0,0,0,0
